code,title
33423,HCI (30)
33424,MindTrek
33425,UCAmI (1)
33426,Advances in Complex Systems
33427,BIOIMAGING
33428,Discrete Event Dynamic Systems
33429,SSPREW@ACSAC
33430,EdgeSys@EuroSys
33431,ICGJ
33432,EdgeTech@MobiCom
33433,CSCN
33434,REBLS@SPLASH
33435,TFP
33436,SysTEX@SOSP
33437,STTT
33438,IFL
33439,BIOSIG
33440,ICSA Companion
33441,SEAD@ICSE
33442,M4IoT@Middleware
33443,ECSA (Companion)
33444,CCB@EuroSys
33445,FormaliSE@ICSE
33446,ECASE@ICSE
33447,ARM@Middleware
33448,HumanSys@SenSys
33449,State of the Art in AI Applied to Ambient Intelligence
33450,Intelligent Environments
33451,A-TEST@SIGSOFT FSE
33452,TwinPeaks@ICSE
33453,Middleware Doctoral Symposium
33454,SYNASC
33455,MLSP
33456,ACM Trans. Model. Comput. Simul.
33457,IEEE Trans. Network Science and Engineering
33458,IOTAIS
33459,IJICoT
33460,Cognitive Science
33461,I. J. Robotics Res.
33462,HCI (23)
33463,Ausgezeichnete Informatikdissertationen
33464,3D Research Challenges in Cultural Heritage
33465,Crowdsourcing and Human-Centered Experiments
33466,MRS
33467,PE-WASUN
33468,Q2SWinet@MSWiM
33469,WAIHCWS
33470,SBESC
33471,PE-WASUN@MSWiM
33472,WMT@EMNLP
33473,Systems & Control Letters
33474,AMLTA
33475,AsianHOST
33476,CARDIS
33477,ICICDT
33478,ProvSec
33479,Eur. J. Control
33480,ACCV Workshops (3)
33481,ICA3PP Workshops
33482,J. Computational Design and Engineering
33483,Adv. Fuzzy Systems
33484,ICSE-SEIP
33485,CSI-SE
33486,SoMeT
33487,RVSP
33488,SIGGRAPH Asia Emerging Technologies
33489,IJMA
33490,J. Imaging
33491,Advances in Computer Vision and Pattern Recognition
33492,Information Economics and Policy
33493,BIGDSE@ICSE
33494,Multiscale Modeling & Simulation
33495,ACCV (2)
33496,SIAM J. Control and Optimization
33497,Mobile Big Data
33498,ICSE-SEET
33499,HotPower@SOSP
33500,ANALCO
33501,SWAT
33502,ICT-DM
33503,SAS
33504,SIGGRAPH Talks
33505,I. J. RF Technol.: Res. and Appl.
33506,BrainLes@MICCAI (2)
33507,BrainLes@MICCAI (1)
33508,PPAM (1)
33509,IJIMAI
33510,MobiGIS
33511,TOCT
33512,Computational Complexity
33513,Grey Systems: T&A
33514,ETCD@ASPLOS
33515,GREC@ICDAR
33516,WACV Workshops
33517,SBLP
33518,IFSA-SCIS
33519,MODELS Workshops
33520,HumL@ISWC
33521,VLSI Design
33522,TACAS
33523,Foundations of Computational Mathematics
33524,AAAI Workshop: WWW and Public Health Intelligence
33525,VISAPP (2)
33526,SEmotion@ICSE
33527,FoIKS
33528,ADT
33529,ITC (1)
33530,GAIA@SIGCOMM
33531,SPECTS@SummerSim
33532,IC3
33533,IMPS@ESSoS
33534,Ubiquity
33535,Electronic Markets
33536,BIRNDL@SIGIR
33537,BIRNDL@SIGIR (2)
33538,NLP-TEA@COLING
33539,NLP-TEA@ACL/IJCNLP
33540,JITR
33541,GSI
33542,E2DC@e-Energy
33543,Text2Story@ECIR
33544,ICMI (adjunct)
33545,IWCS(2)
33546,Synthesis Lectures on Human Language Technologies
33547,JLCL
33548,TM@CIKM
33549,JCIS
33550,Encyclopedia of Computer Graphics and Games
33551,NetGames
33552,NETGAMES
33553,SocialSec
33554,TGCN
33555,J. Location Based Services
33556,GIScience
33557,COSIT
33558,COSIT (Workshops/Posters)
33559,LBSN@SIGSPATIAL/GIS
33560,AGILE Conf.
33561,J. Spatial Information Science
33562,J. Aerospace Inf. Sys.
33563,ISED
33564,IJIPSI
33565,LOD
33566,SMARTGREENS
33567,J. Symb. Comput.
33568,ER Forum/Demos
33569,T. Petri Nets and Other Models of Concurrency
33570,ATAED@Petri Nets/ACSD
33571,EMISA
33572,IoT S&P@SIGCOMM
33573,IWPE@SP
33574,SysCon
33575,CPM
33576,WebNLG
33577,Discrete & Computational Geometry
33578,Topological and Statistical Methods for Complex Data Tackling Large-Scale High-Dimensional and Multivariate Data Spaces
33579,T-MBMC
33580,ISAV@SC
33581,Kybernetika
33582,Handbook of Parallel Constraint Reasoning
33583,MMB
33584,EuroHaptics (1)
33585,JRTPM
33586,WHC
33587,Atlantis Briefs in Artificial Intelligence
33588,IJCB
33589,BTAS
33590,IEEE Trans. Education
33591,IMA J. Math. Control & Information
33592,WHiSe@ESWC
33593,ALGOSENSORS
33594,Acta Inf.
33595,Discrete Mathematics & Theoretical Computer Science
33596,FCT
33597,SMM4H@AMIA
33598,SocialNLP@EMNLP
33599,GRADES
33600,Studies in Conversational UX Design
33601,TextGraphs@ACL
33602,J. Mathematical Cryptology
33603,PSD
33604,NIPS Time Series Workshop
33605,WI Workshops
33606,QuASoQ@APSEC
33607,PhD@VLDB
33608,RECOMB-CG
33609,WorldCIST (2)
33610,Brain Connectivity
33611,D&P@MoDELS
33612,IJCRS
33613,ARCS
33614,icSPORTS
33615,RSSRail
33616,AI4I
33617,J. Artificial Societies and Social Simulation
33618,VisBIA@AVI
33619,AI*IA
33620,ECEASST
33621,GCM@ICGT
33622,CLiC-it/EVALITA
33623,CrowdSenSys@SenSys
33624,UrbanGIS@SIGSPATIAL
33625,Russian Digital Libraries Journal
33626,ICDSC
33627,CVIP (2)
33628,ICL-GNSS
33629,SOAP@PLDI
33630,CICC
33631,PAAP
33632,Human Vision and Electronic Imaging
33633,FO & DM
33634,ISoLA (1)
33635,Applied Comp. Int. Soft Computing
33636,SIGBED Review
33637,ICPRAM
33638,IWSSIP
33639,IWSEC
33640,Ershov Memorial Conference
33641,OnlineGreenComm
33642,APAScience
33643,EMO
33644,Public Transport
33645,JMPT
33646,EGSR (EI&I)
33647,Bench@CPSIoTWeek
33648,It's All About Coordination
33649,JECO
33650,PPAM (2)
33651,SSRR
33652,ICTAC
33653,CGAMES
33654,FedCSIS
33655,CodeSwitch@EMNLP
33656,ICDPA
33657,SIGGRAPH ASIA Emerging Technologies
33658,SIGGRAPH Emerging Technologies
33659,Social Choice and Welfare
33660,MESA
33661,Eng. Comput. (Lond.)
33662,Complex Systems
33663,J. Cellular Automata
33664,Constraints
33665,CSI@MICCAI
33666,EANN
33667,Media Watermarking Security and Forensics
33668,Information Technology and Management
33669,ESSDERC
33670,ICOST
33671,IRPS
33672,CHESE@ISSTA
33673,CSR
33674,MOL
33675,NOCS
33676,ONDM
33677,XP Workshops
33678,MDM (Workshops)
33679,PAAMS (Special Sessions)
33680,PAAMS
33681,Artif. Intell. Law
33682,SIMPAR
33683,SCN
33684,MICCAI (4)
33685,ICYCSEE (2)
33686,Patch-MI@MICCAI
33687,Computational Imaging
33688,HSCC
33689,Symposium on Real-Time and Hybrid Systems
33690,Algorithms for Molecular Biology
33691,ASWEC
33692,IFIP Advances in Information and Communication Technology
33693,ICISS
33694,Cyber Deception
33695,KMIS
33696,IWBBIO (2)
33697,SEMS@ICSE
33698,IEA/AIE (1)
33699,PPDP
33700,C3S2E
33701,BDAS
33702,CWIT
33703,Ontology Makes Sense
33704,VMBO
33705,PoEM
33706,iStar
33707,IJISMD
33708,iStarT@CAiSE
33709,CTSE@SIGSOFT FSE
33710,IWIL@LPAR
33711,TABLEAUX
33712,WANLP@EACL
33713,BDCloud-SocialCom-SustainCom
33714,UCC Companion
33715,TopHPC
33716,ICCAC
33717,IISA
33718,EUROCON
33719,Interacción
33720,PNSE @ Petri Nets
33721,IMDM@VLDB
33722,MOCO
33723,J. Software Eng. R&D
33724,CAiSE-Forum-DC
33725,IWINAC (1)
33726,GPGPU@PPoPP
33727,WOLFHPC@SC
33728,IWAIPR
33729,VISIGRAPP (2: IVAPP)
33730,VISIGRAPP (Revised Selected Papers)
33731,I. J. Computational Biology and Drug Design
33732,HCI (26)
33733,ICITL
33734,IJICST
33735,HCI (28)
33736,Embedded Systems Letters
33737,Artif. Intell. Rev.
33738,ICADIWT
33739,EAIT
33740,TrustBus
33741,EvoApplications
33742,BPM (Dissertation/Demos/Industry)
33743,Business Process Management Cases
33744,Discovery Science
33745,Comput. Meth. in Appl. Math.
33746,Computat. and Visualiz. in Science
33747,IJSDS
33748,IACR Trans. Symmetric Cryptol.
33749,CISDA
33750,HPC Asia
33751,CIBCB
33752,IISWC
33753,DDECS
33754,ICCE-Berlin
33755,DLT
33756,MFCS (2)
33757,SOSA@SODA
33758,Algorithmic Finance
33759,IJIIDS
33760,IoTSMS
33761,CompIMAGE
33762,PAMCO@MobiHoc
33763,CCC
33764,CSEDU (2)
33765,Entertainment Computing
33766,CARLA
33767,CIbSE
33768,WORKS@SC
33769,VECPAR
33770,ICMIP
33771,SCF
33772,MobiMedia
33773,Synthesis Lectures on Computer Science
33774,Bench@CPSWeek
33775,IJBRA
33776,LWMOOCS
33777,CHANGEE/WAPLA/HybridEd@EC-TEL
33778,SOSP History Day
33779,PATMOS
33780,Stringology
33781,DTMBIO@CIKM
33782,FAS*W@SASO/ICAC
33783,SCIS&ISIS
33784,J. Symb. Log.
33785,J. Cognitive Neuroscience
33786,BiDU@VLDB
33787,Int. J. Digital Multimedia Broadcasting
33788,HuEvent@ACM Multimedia
33789,ComplexRec@RecSys
33790,Foundations and Trends in Programming Languages
33791,WOCN
33792,SYNT
33793,NetCompute@SIGCOMM
33794,SelfDN@SIGCOMM
33795,DCIS
33796,IT & People
33797,ICCCRI
33798,COMSNETS (Revised Selected Papers and Invited Papers)
33799,IJADS
33800,ATIS
33801,Int. J. Biomedical Imaging
33802,DeLFI Workshops
33803,SSS
33804,Computer Science Education
33805,COCOA (1)
33806,J. Applied Probability
33807,WiSEE
33808,CRYPTO (3)
33809,ISSTA/ECOOP Workshops
33810,FDG
33811,ISCRAM-med
33812,DATRA/PIPPI@MICCAI
33813,ShapeMI@@MICCAI
33814,CONF-IRM
33815,M&N
33816,ICIME
33817,Periodica Mathematica Hungarica
33818,Graphics Interface
33819,ACIVS
33820,ISC Workshops
33821,PMBS@SC
33822,SE-HPCCSE@SC
33823,ISMICT
33824,CESI@ICSE
33825,DEVOPS
33826,MDAI
33827,A List of Successes That Can Change the World
33828,PaPoC@EuroSys
33829,IEEE Technol. Soc. Mag.
33830,CFA@UAI
33831,STREAMEVOLV@ECML-PKDD
33832,SETN
33833,AIMSA
33834,Synthese
33835,J. Inf. Comm Ethics in Society
33836,Security Protocols Workshop
33837,EMAS@AAMAS
33838,Digital Heritage
33839,Studia Logica
33840,Comput. Geom.
33841,JoCG
33842,Int. J. Comput. Geometry Appl.
33843,SmartGIFT
33844,IEEE Trans. Computational Imaging
33845,ICCSA (5)
33846,XSEDE
33847,FSEN
33848,EMSOFT
33849,Math. Log. Q.
33850,ISMR
33851,Robotics: Science and Systems
33852,EmoVis@IUI
33853,IJSMILE
33854,SIAM J. Applied Dynamical Systems
33855,PDSW@SC
33856,INSCI Workshops
33857,Encyclopedia of Systems and Control
33858,MIDAS@PKDD/ECML
33859,SCVT
33860,VSCC@MM
33861,Int. J. Satellite Communications Networking
33862,IJHCR
33863,IPMU (2)
33864,Fifty Years of Fuzzy Logic and its Applications
33865,DEC
33866,ECSA Workshops
33867,Proc. Meetings on Acoustics
33868,CILC
33869,Astroinformatics
33870,SCNLP@EMNLP 2017
33871,CIMA@ICTAI
33872,Research@Locate
33873,CRYBLOCK@MobiSys
33874,VR/AR Network@SIGCOMM
33875,HOTPOST@MobiHoc
33876,HiDeSt@KI
33877,DCPS
33878,Intelligenza Artificiale
33879,CURAC
33880,Computer Languages Systems & Structures
33881,OJBD
33882,VACE@ICSE
33883,Wireless Days
33884,SPLINE
33885,PRNI
33886,IPSJ Trans. System LSI Design Methodology
33887,IJNDC
33888,INFLOW@SOSP
33889,IJBDCN
33890,Web3D
33891,Revolutionizing Education with Digital Ink
33892,OR Spectrum
33893,NEAT@SIGCOMM
33894,SpringSim (Mod4Sim)
33895,WNS3
33896,FNSS
33897,IJCIS
33898,SIMULTECH
33899,SIMULTECH (Selected Papers)
33900,J. Sensor and Actuator Networks
33901,Digital Photography
33902,ICIQ
33903,Symposium on Computer Animation
33904,TRAP
33905,FSCD
33906,BX@ETAPS
33907,Int. J. Math. Mathematical Sciences
33908,Data Science for Healthcare
33909,CCE
33910,ConfWS
33911,BioNLP (Shared Task)
33912,ITCH
33913,ISITA
33914,IUCC-CSS
33915,Ubimob
33916,Cognitive Vehicular Networks
33917,Technique et Science Informatiques
33918,AFRICOMM
33919,SISY
33920,DICTAP
33921,SIGGRAPH ASIA Posters
33922,J. Comb. Theory Ser. B
33923,J. Integrative Bioinformatics
33924,ARRAY@PLDI
33925,SCALA@SPLASH
33926,IJITWE
33927,IJACI
33928,AuCC
33929,SPIE Proceedings
33930,JOEUC
33931,ICCVE
33932,DSIA
33933,Eur. J. Comb.
33934,Combinatorica
33935,HIP@ICDAR
33936,ISA@SIGSPATIAL
33937,MTV
33938,IJABIM
33939,ICDSP
33940,Synthesis Lectures on Antennas
33941,COPA
33942,WCNC Workshops
33943,ADHOC-NOW
33944,pHealth
33945,ICSIPA
33946,NGCAS
33947,ICPS
33948,FFER/DLPR@ICPR
33949,LATINCOM
33950,ECMFA
33951,AsiaHaptics
33952,CSNDSP
33953,ISPASS
33954,ICETE (2)
33955,TD-LSG@PKDD/ECML
33956,Minds and Machines
33957,Logic Rewriting and Concurrency
33958,BAI@IJCAI
33959,NSysS
33960,IDEAL (1)
33961,ISSE
33962,RAMICS
33963,ISRR (2)
33964,GAMENETS
33965,IJITPM
33966,J. Field Robotics
33967,FICN@MOBICOM
33968,DeLFI/GMW Workshops
33969,EUROCAST (2)
33970,IJCSA
33971,HyTra@COLING
33972,RFIDSec
33973,SMPS
33974,ROCLING
33975,EvoCOP
33976,HCIS
33977,TVX (Adjunct)
33978,PSCC
33979,UV
33980,Systems Engineering
33981,SIGGRAPH Asia Visualization in High Performance Computing
33982,FCRC
33983,AISTECS@HiPEAC
33984,IJMTM
33985,GI-Jahrestagung (Workshops)
33986,IJICTE
33987,EAI Endorsed Trans. Cognitive Communications
33988,EAI Endorsed Trans. Self-Adaptive Systems
33989,ICBDE
33990,IJCIP
33991,ArtsIT/DLI
33992,FMICS-AVoCS
33993,ScalA@SC
33994,SIES
33995,TAROS
33996,MOCAST
33997,ICIN
33998,AIH@IJCAI
33999,CVII-STENT/LABELS@MICCAI
34000,CARE/CLIP@MICCAI
34001,COORDINATION
34002,IJSN
34003,SMN@ICWSM
34004,Cybernetics and Systems
34005,Appl. Algebra Eng. Commun. Comput.
34006,COMPAY/OMIA@MICCAI
34007,3DTV-Conference
34008,ICUMT
34009,Cryptography
34010,ASHES@CCS
34011,TCC (A2)
34012,TCC (B1)
34013,ITP
34014,MARS@ETAPS
34015,COOL Chips
34016,IWOMP
34017,VPA@SC
34018,ACOMP
34019,Production Engineering
34020,CONCUR
34021,MHS
34022,Ars Math. Contemp.
34023,TGC
34024,SER&IP@ICSE
34025,SAFECOMP
34026,Computational Complexity Conference
34027,ICFNDS
34028,FAILSAFE@SenSys
34029,CySWATER@CPSWeek
34030,SIGGRAPH Asia Technical Briefs
34031,IJKBO
34032,IJCBPL
34033,LASCAS
34034,Encyclopedia of Biometrics
34035,EAI Endorsed Trans. Future Intellig. Educat. Env.
34036,CRITIS
34037,CORBON@HLT-NAACL
34038,Haskell@ICFP
34039,Models: Concepts Theory Logic Reasoning and Semantics
34040,Dependence Logic
34041,BigSpatial@SIGSPATIAL
34042,IBICA
34043,NANOARCH
34044,EAI Endorsed Trans. Wireless Spectrum
34045,ENIC
34046,Science Robotics
34047,Springer Handbook of Robotics 2nd Ed.
34048,World Haptics
34049,Synthesis Lectures on Computer Architecture
34050,Foundations and Trends in Communications and Information Theory
34051,NetCod
34052,CodeSwitch@ACL
34053,WLSI/OIAF4HLT@COLING
34054,WLSI
34055,HCI (24)
34056,HotEdge
34057,HAPTICS
34058,SIGGRAPH Courses
34059,INTERACT (1)
34060,NIME
34061,ITW Fall
34062,RSKT
34063,IEEE ANTS
34064,Contributions to Discrete Mathematics
34065,AVR
34066,PMLDC@ECOOP
34067,ICCSPA
34068,Digital Library Perspectives
34069,ScienceCloud@HPDC
34070,AI-Science@HPDC
34071,JSSPP
34072,PDSW-DISCS@SC
34073,DataCloud@SC
34074,SCREAM@HPDC
34075,VLCS@MobiCom
34076,SCFA
34077,VISIGRAPP (1: GRAPP)
34078,mmNets@MobiCom
34079,AsiaJCIS
34080,SIGGRAPH ASIA Courses
34081,Med-Hoc-Net
34082,MLMI
34083,Handbook of Software Engineering
34084,AMPS
34085,Computational Models of Rationality
34086,QCMan@ITC
34087,MCO (1)
34088,WorldCIST (1)
34089,FIT
34090,NGMAST
34091,FICTA (1)
34092,ASYNC
34093,EMSASW@ESWC
34094,HAICTA (Revised Selected Papers)
34095,Int. J. Intelligent Computing and Cybernetics
34096,CVMP
34097,SIGDOC
34098,IJART
34099,Foundations and Trends in Technology Information and Operations Management
34100,Provably Correct Systems
34101,ICGI
34102,IVMSP
34103,Control and Intelligent Systems
34104,IJCNDS
34105,IJUC
34106,CS&P
34107,JNW
34108,ACM Southeast Regional Conference
34109,ICISSP (Revised Selected Papers)
34110,MLDM (1)
34111,SocialSens@CPSIoTWeek
34112,Education for Information
34113,LITES
34114,DCC@PODC
34115,CIAC
34116,Hot Interconnects
34117,PASC
34118,Software for Exascale Computing
34119,IJFSA
34120,PPSN (1)
34121,PPSN (2)
34122,Swarm Intelligence
34123,PROMISE
34124,ISD
34125,Int. J. Fuzzy Logic and Intelligent Systems
34126,IJPEDS
34127,ICDM (Posters)
34128,AGIT Journal
34129,ICDF2C
34130,IJCRS (1)
34131,Connect. Sci.
34132,ECRTS
34133,VLSI-SoC (Selected Papers)
34134,Adv. Numerical Analysis
34135,ATCS/SePrIoT@SecureComm
34136,Springer Briefs in Electrical and Computer Engineering
34137,WINSYS
34138,IVSW
34139,SumPre-HSWI@ESWC
34140,DATA BASE
34141,Source Code for Biology and Medicine
34142,APMS
34143,MobiSec
34144,Int. J. Computer Games Technology
34145,CSA/CUTE
34146,ACI@UAI
34147,SoCPaR
34148,PLP@ILP
34149,AI-IoT@ECAI
34150,EuroSPI
34151,SPSR-SG@CPSWeek
34152,SAT
34153,Odyssey
34154,Network Protocols & Algorithms
34155,COIN@AAMAS/IJCAI
34156,Visualization in Medicine and Life Sciences III
34157,SciVis
34158,SSIAI
34159,Synthesis Lectures on Visual Computing
34160,ICISA
34161,VS@HLT-NAACL
34162,IJEBR
34163,DMSVLSS
34164,SWH@ISWC
34165,EMF-CRM@TPDL
34166,Lecture Notes in Electrical Engineering
34167,IWOCL
34168,WCI
34169,PACMCGIT
34170,ICDIS
34171,J. Computational Engineering
34172,BroDyn@ECIR
34173,CAiSE Industry Track
34174,CCDWN@CoNEXT
34175,DNA
34176,High Performance Graphics
34177,ASPOCP@LPNMR
34178,MSAN
34179,WPNC
34180,SLSP
34181,ATS
34182,IoT-App@SenSys
34183,Int. J. Online Biomed. Eng.
34184,PLM
34185,DC@PKDD/ECML
34186,CMBBE: Imaging & Visualization
34187,AIED (1)
34188,FIMH
34189,ICCNS
34190,Australasian J. Combinatorics
34191,WCSC
34192,ICMV
34193,NAFIPS/WConSC
34194,WACCPD@SC
34195,CCIW
34196,FSE
34197,INA-OCMC@HiPEAC
34198,UDW@EMNLP
34199,DC@ISWC
34200,CASC
34201,ESTImedia
34202,EWSDN
34203,VISAPP (1)
34204,SBGames
34205,ICPRAM (1)
34206,Complex Adaptive Systems
34207,CompSysTech
34208,CSBio
34209,EuroMed (1)
34210,Presence
34211,Group and Crowd Behavior for Computer Vision
34212,SoMePeAS@ECIR
34213,AAAI Workshop: Declarative Learning Based Programming
34214,DASIP
34215,Trans. Data Hiding and Multimedia Security
34216,VT@Middleware
34217,SIGGRAPH ASIA Virtual Reality meets Physical Reality
34218,AutonomousGIS@SIGSPATIAL
34219,IWGS
34220,Digital Mammography / IWDM
34221,DHC@MTSR
34222,EDA
34223,Technology Knowledge and Learning
34224,HoloMAS
34225,J. Log. Algebr. Meth. Program.
34226,VECoS
34227,BELIEF
34228,SERENE
34229,AVSP
34230,EAI Endorsed Trans. Ubiquitous Environments
34231,IJCAC
34232,RFID
34233,IMACC
34234,IJDC
34235,VST@SANER
34236,Intertwingled - The Work and Influence of Ted Nelson
34237,WAC
34238,Brainles@MICCAI
34239,SocialNLP@EACL
34240,Artificial Life
34241,IJSSC
34242,IJAAC
34243,SpringSim (MSCIAAS)
34244,IJNC
34245,WiPSCE
34246,LAW@NAACL-HLT
34247,ARMS-CC@PODC
34248,EUSFLAT/IWIFSGN (3)
34249,RSFDGrC
34250,ManLang
34251,EGPGV
34252,Journal of Decision Systems
34253,Handbook on Business Process Management (2)
34254,Data Mining and Constraint Programming
34255,SEFM Workshops
34256,OpenSHMEM
34257,CIRA@EuroMed
34258,GISTAM
34259,MCS
34260,HEART
34261,Evolving Systems
34262,Library Trends
34263,NaBIC
34264,SeWeBMeDA@ESWC
34265,SASO Workshops
34266,Virtual Reality
34267,EPTCS
34268,TyDe@ICFP
34269,Wireless Health
34270,SIGGRAPH Studio
34271,FOCI
34272,NCCA
34273,COSH@HiPEAC
34274,COSH@HiPEAC (extended versions)
34275,CloudDP@EuroSys
34276,EANN Workshops
34277,SBSI
34278,HEFA
34279,ICEIS (3)
34280,IEEE-RITA
34281,EWiLi
34282,BioTxtM@COLING 2016
34283,IJOPCD
34284,Int. J. Reconfig. Comp.
34285,LCPC
34286,VADOR@INFORSID
34287,INFORSID
34288,IJBIDM
34289,SOFSEM (Student Research Forum Papers / Posters)
34290,Combinatorics Probability & Computing
34291,Groups Complexity Cryptology
34292,ICCCI (1)
34293,J. Innovation in Digital Ecosystems
34294,SoftwareMining@ASE
34295,IJISTA
34296,AAAI Workshop: Artificial Intelligence Applied to Assistive Technologies and Smart Environments
34297,INFLOW@OSDI
34298,MCPR
34299,MSPN
34300,WSA
34301,BCD
34302,WHPCF@SC
34303,Decision Analytics
34304,IoT S&P@CCS
34305,Advances in Cyber Security
34306,AFRICATEK
34307,HAISA
34308,COIN@AAMAS/ECAI
34309,DMIAF
34310,MultiLing@EACL
34311,IEEE RFID
34312,NCVPRIPG
34313,MUSE@PKDD/ECML
34314,I. J. Speech Technology
34315,VSTTE
34316,MARS/VPT@ETAPS
34317,Algorithm Engineering
34318,ICAISC (1)
34319,IJGBL
34320,SeGAH
34321,CAiSE (Doctoral Consortium)
34322,FHPC@ICFP
34323,IJWP
34324,AGI
34325,iSTAR@CAiSE
34326,CSIMQ
34327,CRIS
34328,Imprecision and Uncertainty in Information Representation and Processing
34329,Int. J. of Asian Lang. Proc.
34330,DX@Safeprocess
34331,IntelliSys (2)
34332,WADS
34333,DFT
34334,Structural Changes and their Econometric Modeling
34335,CSOS (1)
34336,IEEE Trans. Prof. Communication
34337,SiPhotonics@HiPEAC
34338,TACAS (2)
34339,Resource Management for Big Data Platforms
34340,ASIACRYPT (3)
34341,Journal of Social Structure
34342,IJAGR
34343,Information Knowledge Systems Management
34344,CLiC-it
34345,Social Signal Processing
34346,OpenStreetMap in GIScience
34347,NS Ethics@SIGCOMM
34348,MECC@Middleware
34349,LANCOMM@SIGCOMM
34350,MobiArch
34351,AIRE@RE
34352,Usability Professionals
34353,IEEE Control Systems Letters
34354,D&D
34355,NAACL-HLT (Tutorial Abstracts)
34356,LAW-MWE-CxG@COLING
34357,AMTA (2)
34358,EPEW
34359,FTSCS
34360,PPPJ
34361,AAAI Workshop: Beyond NP
34362,ISCIS
34363,CSDM
34364,Synthesis Lectures on Image Video and Multimedia Processing
34365,J. Inform. and Commun. Convergence Engineering
34366,iV&L-MM@MM
34367,ICIAP (2)
34368,Ambient Intelligence and Smart Environments
34369,ICSM
34370,EMDL@MobiSys
34371,TOPIC@PODC
34372,CNI@MICCAI
34373,IJMOR
34374,Systems
34375,ICVGIP
34376,CPR
34377,ICDCN Workshops
34378,SIAM J. Financial Math.
34379,MIG
34380,SMACD
34381,Google It Total Information Awareness
34382,IJCALLT
34383,ClinicalNLP@COLING 2016
34384,Handbook of Heuristics
34385,Foundations and Trends in Machine Learning
34386,GBCIC
34387,GCPR
34388,MLMMI@ICML
34389,VL@EMNLP
34390,NEWS@ACM
34391,ACLING
34392,ACCV Workshops (1)
34393,DiGRA/FDG
34394,EMPIRE@RecSys
34395,Journal Comp. Netw. and Communic.
34396,COMSNETS (Extended Selected Papers)
34397,SOFT5@ITC
34398,LA-CCI
34399,SOCO-CISIS-ICEUTE
34400,CISIS-ICEUTE
34401,SCAI
34402,CANDAR Workshops
34403,Intelligent Systems Reference Library
34404,ICCMA
34405,DMS
34406,Modelica
34407,MLCN/DLF/iMIMIC@MICCAI
34408,MCV/BAMBI@MICCAI
34409,IPTComm
34410,PGM
34411,SEI series in software engineering
34412,RELENG@ICSE
34413,QoSA
34414,SRDS Workshop
34415,CSAR@SenSys
34416,JoSSR
34417,MaLTeSQuE@SANER
34418,ICCSA (7)
34419,Cognitive Systems Monographs
34420,AAAI Workshop: Knowledge Extraction from Text
34421,LaTeCH@ACL
34422,CyberSA
34423,IDAACS
34424,Software environments and tools
34425,EvoApplications (2)
34426,SpringSim (CNS)
34427,MCU
34428,SocialNLP@ACL
34429,CMMR
34430,DESTION@CPSIoTWeek
34431,RSP
34432,Business Proc. Manag. Journal
34433,Using Comparable Corpora for Under-Resourced Areas of Machine Translation
34434,DATA@SenSys
34435,IJAPUC
34436,IWPT
34437,FIFI/OMIA@MICCAI
34438,CSCESM
34439,FICTA
34440,SESoS@ICSE
34441,Archive of Formal Proofs
34442,PROLE
34443,IJAVET
34444,Enjoying Natural Computing
34445,IPTA
34446,FSR
34447,VISIGRAPP (4: VISAPP)
34448,DySDoc@ICSME
34449,Security Informatics
34450,SLTU
34451,ICMC
34452,IJMHCI
34453,Inf. Syst. J.
34454,SCIS
34455,Digital Creativity
34456,JCSG
34457,TCC (A1)
34458,COSMIC@CGO
34459,Biological Cybernetics
34460,IWANN (1)
34461,SBES
34462,SBCARS
34463,HCI (25)
34464,Bidirectional Transformations
34465,MPC
34466,Bx@STAF
34467,LFMTP
34468,Sicherheit
34469,SLDS
34470,RIVF
34471,CHASE@ICSE
34472,Open Identity Summit
34473,WESE
34474,ICGEC (2)
34475,IMCL
34476,Informatics in Education
34477,ALR@COLING
34478,Digital Humanities Quarterly
34479,ISRR (1)
34480,IJKDB
34481,MIH@KDD
34482,MIAR
34483,RAMiCS
34484,VISSOFT
34485,MIS Quarterly Executive
34486,Digital Photography and Mobile Imaging
34487,J. Systems and IT
34488,De Gruyter Studium
34489,DeLFI
34490,EuroHaptics (2)
34491,Public Library Quarterly
34492,ABAC@CODASPY
34493,ICETE (Selected Papers)
34494,GEMOC+MPM@MoDELS
34495,J. Formalized Reasoning
34496,IJOSSP
34497,ICCBB
34498,ICMS
34499,Studies in Big Data
34500,AI³@AI*IA
34501,COREDEMA@ECAI
34502,JELIA
34503,IWSC
34504,ICPRAM (2)
34505,ICPRAM (Selected Papers)
34506,IJDATS
34507,IJISSC
34508,SRIF@MobiCom
34509,JOWO@IJCAI
34510,CLA
34511,Discrete Optimization
34512,TTCS
34513,RETech@ICMR
34514,CLEI
34515,Bled eConference
34516,GamiFIN
34517,Foundations and Trends in Networking
34518,CADE
34519,UNet
34520,CIBB
34521,ICIAP (1)
34522,IWANN (2)
34523,GCH
34524,IoTPTS@AsiaCCS
34525,DIDC@HPDC
34526,PAW@SC
34527,ESPM2@SC
34528,ESPT@SC
34529,IWSDS
34530,TAG
34531,EJGTA
34532,Semantic Web Technologies for Intelligent Engineering Applications
34533,CGI (Short Papers)
34534,ACSC
34535,EuroMPI
34536,System Modelling and Optimization
34537,SLaTE
34538,MobiMWareHN@MobiHoc
34539,DS@MoDELS
34540,ENSsys@SenSys
