author_id, first_publication_year, number_of_publications, number_of_first_author_publications, number_of_coauthors, affiliation 
9174, 2005, 55, 10, 246, 
9175, 2003, 75, 10, 333, 
9176, 2011, 21, 17, 79, 
9177, 2002, 95, 40, 314, Istituto di Scienza e Tecnologie dell'Informazione Pisa Italy
9178, 2004, 31, 13, 131, 
9179, 2011, 10, 5, 29, 
9180, 2010, 17, 9, 67, 
9181, 2010, 41, 9, 166, 
9182, 2012, 18, 11, 64, University of Hanover L3S Research Center Hanover Germany
9183, 2011, 9, 5, 32, 
9184, 2004, 20, 12, 106, 
9185, 2003, 122, 57, 467, Department of Information Engineering University of Padua
9186, 2009, 50, 12, 265, 
9187, 2007, 15, 2, 83, 
9188, 2012, 5, 1, 37, 
9189, 2012, 4, 0, 35, 
9190, 2012, 4, 2, 20, 
9191, 2011, 3, 1, 8, 
9192, 2010, 14, 7, 45, 
9193, 2005, 12, 8, 45, 
9194, 2011, 11, 1, 66, 
9195, 2005, 39, 16, 117, University of Minnesota USA
9196, 1987, 172, 68, 444, Birkbeck University of London UK
9197, 1988, 145, 25, 454, Birkbeck University of London Department of Computer Science and Information Systems
9198, 2009, 73, 34, 300, 
9199, 2007, 37, 10, 173, 
9200, 1992, 291, 26, 1101, Technical University of Berlin Germany
9201, 1994, 505, 19, 2388, University of Texas at San Antonio Department of Computer Science TX USA
9202, 2012, 9, 6, 35, 
9203, 2008, 31, 14, 129, 
9204, 2005, 49, 17, 202, 
9205, 2004, 87, 16, 346, 
9206, 2012, 13, 12, 44, 
9207, 2011, 23, 21, 77, 
9208, 2008, 46, 12, 251, 
9209, 2006, 10, 9, 28, University of California Santa Cruz Department of Electrical Engineering
9210, 2012, 16, 12, 48, 
9211, 2011, 4, 2, 14, 
9212, 2011, 27, 9, 156, 
9213, 2002, 119, 9, 342, 
9214, 2010, 10, 7, 49, 
9215, 1998, 178, 37, 699, 
9216, 2012, 7, 0, 46, Tencent Company Beijing China
9217, 2002, 80, 22, 305, University of Bedfordshire Department of Computer Science and Technology
9218, 2006, 46, 13, 222, 
9219, 2009, 39, 21, 213, IBM T.J. Watson Center Yorktown Heights NY USA
9220, 1996, 117, 16, 637, 
9221, 1995, 74, 4, 221, University of Iowa Department of Management Sciences Iowa City IA USA
9222, 2010, 17, 7, 98, 
9223, 1999, 209, 82, 797, 
9224, 2012, 14, 5, 62, 
9225, 2001, 189, 33, 965, TU Wien Vienna Autria
9226, 2006, 29, 2, 158, 
9227, 2011, 12, 5, 60, Beihang University State Key Laboratory of Software Development Environment Beijing China
9228, 2004, 26, 13, 107, 
9229, 2000, 28, 13, 115, 
9230, 1994, 200, 48, 684, University of Waterloo School of Computer Science
9231, 2011, 32, 19, 106, 
9232, 2010, 32, 18, 127, 
9233, 2010, 4, 3, 17, 
9234, 2005, 25, 1, 123, 
9235, 2013, 7, 7, 38, 
9236, 1999, 36, 14, 122, 
9237, 2006, 30, 20, 120, 
9238, 2013, 7, 4, 25, 
9239, 2005, 11, 8, 36, Sharif University of Technology Tehran Iran
9240, 2010, 40, 22, 134, 
9241, 2006, 26, 7, 92, 
9242, 2005, 49, 9, 230, Technical University of Madrid Spain
9243, 2004, 46, 7, 263, 
9244, 2012, 8, 5, 21, 
9245, 2006, 32, 8, 146, 
9246, 1995, 99, 27, 385, 
9247, 2003, 62, 38, 282, 
9248, 1990, 138, 14, 554, National University of Distance Education Spain
9249, 1988, 614, 103, 2858, Université de Montréal Canada
9250, 2011, 65, 15, 304, 
9251, 2010, 12, 5, 65, 
9252, 2008, 6, 3, 22, 
9253, 2008, 28, 15, 111, 
9254, 2010, 5, 3, 19, 
9255, 2005, 25, 16, 75, 
9256, 2012, 10, 3, 53, 
9257, 2003, 50, 1, 211, Northeastern University Boston USA
9258, 2012, 20, 10, 80, 
9259, 1996, 188, 30, 670, York University Toronto Canada
9260, 2007, 28, 17, 92, 
9261, 2011, 12, 11, 34, 
9262, 1986, 48, 11, 146, IMAG Grenoble France
9263, 2003, 30, 24, 89, 
9264, 2010, 8, 8, 13, 
9265, 2013, 4, 4, 10, 
9266, 1994, 19, 9, 64, 
9267, 2013, 3, 3, 15, 
9268, 2013, 16, 4, 64, 
9269, 2004, 57, 7, 169, 
9270, 2001, 130, 15, 552, 
9271, 2002, 80, 6, 317, Peking University Beijing China
9272, 2011, 35, 27, 120, 
9273, 2002, 73, 25, 260, 
9274, 2012, 38, 16, 141, Moscow Institute of Physics and Technology Russia
9275, 2012, 6, 3, 28, 
9276, 2012, 10, 3, 44, 
9277, 2013, 12, 11, 25, 
9278, 1999, 46, 10, 155, Norwegian University of Science and Technology Norway
9279, 2013, 3, 2, 12, 
9280, 2012, 11, 3, 50, 
9281, 2013, 12, 10, 36, 
9282, 2005, 19, 7, 106, 
9283, 1998, 91, 16, 512, University of Avignon Computer Science Laboratory (LIA)
9284, 2004, 12, 10, 37, 
9285, 2012, 7, 7, 36, 
9286, 2011, 11, 7, 64, 
9287, 2008, 64, 32, 249, 
9288, 2002, 30, 11, 137, 
9289, 2010, 23, 9, 98, 
9290, 2005, 71, 20, 328, 
9291, 2003, 124, 25, 508, 
9292, 1997, 94, 6, 460, 
9293, 2006, 177, 64, 603, GESIS - Leibniz Institute for the Social Sciences
9294, 2013, 15, 11, 43, 
9295, 2006, 8, 8, 25, 
9296, 2006, 7, 0, 23, 
9297, 2005, 49, 17, 229, University of Alicante Department of Software and Computing Systems Spain
9298, 2000, 73, 18, 279, University of Alicante Spain
9299, 2008, 59, 18, 340, Edge Hill University Department of Computer Science Ormskirk UK
9300, 1996, 128, 21, 413, 
9301, 1992, 209, 98, 947, University of the Basque Country Spain
9302, 1996, 61, 2, 296, 
9303, 2010, 91, 31, 426, 
9304, 2003, 122, 28, 434, The National University of Ireland Galway Ireland
9305, 2008, 32, 10, 170, 
9306, 2003, 71, 16, 273, 
9307, 2011, 25, 5, 111, 
9308, 2013, 18, 0, 84, 
9309, 2011, 23, 14, 71, 
9310, 2007, 113, 35, 621, University of Glasgow School of Humanities
9311, 2006, 87, 7, 368, 
9312, 1984, 152, 136, 611, University of Padua Italy
9313, 2000, 104, 13, 437, 
9314, 1998, 80, 17, 369, 
9315, 2011, 20, 10, 74, 
9316, 2012, 19, 13, 62, 
9317, 2003, 19, 11, 59, 
9318, 2008, 12, 8, 32, Fudan University Shanghai China
9319, 2011, 23, 5, 68, 
9320, 2010, 7, 1, 30, 
9321, 2009, 14, 8, 51, 
9322, 2009, 21, 7, 102, 
9323, 2012, 10, 3, 38, 
9324, 2008, 13, 0, 65, 
9325, 2011, 10, 6, 26, 
9326, 2008, 29, 16, 117, 
9327, 2012, 2, 0, 9, 
9328, 2001, 89, 37, 421, 
9329, 1989, 303, 91, 1265, 
9330, 2011, 18, 5, 112, 
9331, 2005, 52, 18, 302, 
9332, 2009, 20, 5, 132, 
9333, 1998, 183, 29, 1045, 
9334, 1992, 236, 23, 1010, 
9335, 2008, 19, 11, 62, 
9336, 2010, 7, 4, 33, 
9337, 2010, 20, 4, 98, 
9338, 2012, 49, 15, 200, 
9339, 1997, 126, 22, 404, 
9340, 2007, 9, 5, 41, 
9341, 2012, 7, 4, 30, 
9342, 2002, 251, 74, 1097, University of Padua Department of Information Engineering
9343, 2014, 26, 3, 102, 
9344, 2010, 11, 8, 49, 
9345, 2008, 18, 10, 84, 
9346, 2004, 20, 3, 128, 
9347, 2010, 28, 15, 104, 
9348, 2008, 64, 17, 299, 
9349, 2004, 117, 8, 524, 
9350, 2013, 25, 12, 121, 
9351, 2004, 308, 4, 1554, 
9352, 2003, 96, 15, 461, 
9353, 1989, 113, 11, 399, 
9354, 2007, 71, 26, 291, Machine Intelligence Technology DAMO Academy Alibaba Group
9355, 2004, 37, 12, 150, 
9356, 2010, 31, 18, 96, 
9357, 2003, 50, 28, 140, 
9358, 2013, 3, 0, 15, 
9359, 2001, 105, 47, 348, Ulster University Coleraine UK
9360, 2014, 6, 6, 12, 
9361, 2004, 27, 17, 95, 
9362, 2009, 20, 4, 95, Chinese Academy of Sciences Institute of Information Engineering Beijing China
9363, 2005, 23, 6, 104, 
9364, 1997, 27, 12, 72, 
9365, 2000, 61, 20, 197, Rochester Institute of Technology Henrietta NY USA
9366, 2007, 175, 50, 851, 
9367, 2005, 90, 4, 465, University of Queensland Brisbane Australia
9368, 2013, 16, 7, 69, Centrum Wiskunde & Informatica Amsterdam Netherlands
9369, 2010, 104, 17, 614, University of Science and Technology of China School of Computer Science and Technology Hefei China
9370, 2005, 62, 20, 274, 
9371, 2008, 22, 10, 88, Wuhan University State Key Laboratory of Software Engineeering Hubei China
9372, 2006, 34, 15, 144, 
9373, 2014, 7, 6, 27, 
9374, 2001, 5, 1, 17, 
9375, 2014, 2, 1, 5, 
9376, 2013, 22, 5, 118, 
9377, 2005, 82, 23, 269, 
9378, 2008, 27, 15, 103, 
9379, 2014, 17, 10, 67, 
9380, 2008, 61, 23, 438, 
9381, 2014, 16, 8, 74, 
9382, 2014, 2, 2, 6, 
9383, 2012, 4, 1, 11, 
9384, 2010, 15, 13, 52, 
9385, 2006, 47, 16, 218, 
9386, 2007, 29, 13, 110, 
9387, 2008, 17, 5, 51, 
9388, 2010, 11, 7, 54, 
9389, 2012, 17, 7, 71, 
9390, 2012, 8, 3, 26, 
9391, 2014, 7, 6, 35, 
9392, 2013, 4, 1, 10, 
9393, 2014, 18, 12, 77, 
9394, 2013, 17, 9, 62, 
9395, 2013, 13, 9, 46, 
9396, 1998, 58, 9, 185, Google Inc. Mountain View CA USA
9397, 2013, 12, 10, 36, 
9398, 2011, 7, 5, 25, University of Glasgow School of Computing Science
9399, 2011, 83, 33, 292, 
9400, 2014, 14, 6, 57, 
9401, 2014, 9, 3, 43, Chinese Academy of Sciences Institute of Automation National Laboratory of Pattern Recognition Beijing China
9402, 2006, 25, 18, 84, 
9403, 1995, 139, 14, 607, 
9404, 2001, 250, 54, 905, Ben-Gurion University Beersheba Israel
9405, 2014, 7, 1, 28, 
9406, 2008, 18, 5, 82, 
9407, 2008, 31, 22, 125, University College Dublin Insight Centre for Data Analytics Ireland
9408, 2013, 4, 2, 11, 
9409, 1991, 71, 64, 212, University of Freiburg Germany
9410, 2012, 11, 1, 34, 
9411, 2013, 7, 4, 22, University of Glasgow School of Computing Science
9412, 2011, 17, 12, 56, 
9413, 2014, 22, 8, 114, 
9414, 1997, 346, 62, 2077, University of Applied Sciences Western Switzerland Sierre
9415, 1995, 66, 27, 226, Virginia Tech Blacksburg Virginia USA
9416, 2013, 10, 7, 23, 
9417, 2007, 83, 13, 422, 
9418, 2014, 16, 15, 60, 
9419, 2013, 16, 5, 81, 
9420, 2011, 14, 11, 85, 
9421, 2003, 150, 48, 699, 
9422, 2010, 14, 1, 52, University of Freiburg Germany
9423, 2010, 11, 2, 47, 
9424, 2014, 5, 2, 18, 
9425, 2013, 12, 6, 49, 
9426, 2015, 8, 3, 34, 
9427, 2003, 142, 21, 522, 
9428, 2008, 25, 9, 165, 
9429, 2008, 30, 9, 227, 
9430, 2006, 23, 3, 117, 
9431, 1995, 25, 5, 118, Informatics Institute Goiânia Brazil
9432, 2009, 12, 2, 55, 
9433, 2008, 73, 30, 334, 
9434, 1999, 124, 15, 520, Wayne State University USA
9435, 2010, 19, 8, 66, 
9436, 1999, 158, 18, 651, Monash University Melbourne Australia
9437, 2013, 23, 17, 62, 
9438, 2008, 12, 2, 64, 
9439, 2013, 15, 5, 74, 
9440, 2013, 19, 8, 73, 
9441, 2004, 78, 12, 226, University of Copenhagen Denmark
9442, 2014, 13, 9, 46, 
9443, 2013, 28, 13, 118, 
9444, 2011, 5, 1, 21, 
9445, 2005, 23, 12, 94, 
9446, 2012, 10, 3, 28, 
9447, 2000, 9, 6, 31, 
9448, 2012, 28, 14, 120, 
9449, 2012, 52, 29, 235, University of Tehran Iran
9450, 2013, 19, 18, 45, 
9451, 2013, 11, 9, 30, 
9452, 2001, 74, 21, 322, Middle East Technical University (METU) Ankara Turkey
9453, 2006, 34, 19, 108, 
9454, 1982, 120, 13, 404, 
9455, 2014, 11, 5, 46, 
9456, 2014, 13, 9, 54, 
9457, 2015, 7, 0, 33, 
9458, 2013, 12, 9, 39, 
9459, 2004, 52, 23, 225, 
9460, 2007, 22, 8, 166, 
9461, 2009, 12, 4, 54, 
9462, 1996, 62, 28, 260, 
9463, 2006, 163, 50, 511, Indian Institute of Technology Patna India
9464, 2013, 15, 14, 49, 
9465, 2012, 8, 4, 31, 
9466, 1982, 266, 88, 968, University of Paderborn Department of Computer Science
9467, 2007, 23, 20, 68, 
9468, 2009, 67, 27, 277, University of Georgia Athens GA USA
9469, 2006, 258, 25, 949, Northeastern University Department of Electrical and Computer Engineering / College of Computer and Information Science Boston MA USA
9470, 2006, 81, 33, 357, 
9471, 2007, 19, 10, 74, 
9472, 2013, 8, 3, 56, 
9473, 2004, 19, 6, 74, New York University Abu Dhabi UAE
9474, 2013, 6, 2, 20, 
9475, 2011, 7, 3, 27, 
9476, 2013, 41, 19, 166, University of Konstanz Department of Computer and Information Science Germany
9477, 1997, 18, 9, 89, 
9478, 2015, 3, 1, 19, 
9479, 2015, 18, 14, 56, 
9480, 2011, 10, 8, 38, 
9481, 2015, 2, 0, 10, 
9482, 2013, 12, 7, 43, 
9483, 2015, 17, 8, 82, 
9484, 1989, 87, 16, 438, 
9485, 2010, 57, 27, 210, University of New South Wales Sydney NSW Australia
9486, 2010, 41, 11, 189, 
9487, 2008, 69, 20, 323, 
9488, 2010, 66, 14, 348, University of Technology Sydney Australia
9489, 2008, 23, 11, 102, 
9490, 2003, 80, 4, 275, 
9491, 2004, 83, 15, 339, 
9492, 2015, 11, 9, 35, Delft University of Technology The Netherlands
9493, 2015, 11, 6, 52, 
9494, 2006, 65, 13, 302, Maynooth University Ireland
9495, 2001, 67, 25, 267, Aalto University Finland
9496, 2009, 48, 14, 203, 
9497, 2013, 4, 0, 34, 
9498, 1990, 85, 5, 337, University of Helsinki Finland
9499, 2011, 12, 11, 37, 
9500, 2015, 3, 3, 8, 
9501, 2005, 12, 8, 38, 
9502, 2001, 122, 36, 524, 
9503, 2014, 11, 7, 38, RMIT University Melbourne VIC Australia
9504, 2012, 9, 6, 40, 
9505, 2003, 27, 19, 84, 
9506, 2008, 30, 19, 107, 
9507, 2012, 5, 5, 18, Microsoft Redmond WA USA
9508, 2007, 19, 10, 74, 
9509, 2009, 80, 9, 326, 
9510, 2005, 45, 9, 184, 
9511, 1993, 25, 8, 139, 
9512, 2015, 14, 6, 81, 
9513, 2016, 2, 1, 9, 
9514, 2008, 6, 4, 26, 
9515, 2014, 12, 7, 42, 
9516, 2010, 17, 8, 74, 
9517, 2008, 8, 1, 40, 
9518, 1998, 11, 4, 54, 
9519, 2014, 27, 3, 144, Nankai University Tianjin China
9520, 2007, 61, 32, 191, Karslruhe Insitute of Technology (KIT) Germany
9521, 2012, 148, 23, 811, 
9522, 2007, 74, 7, 427, 
9523, 2016, 2, 2, 3, 
9524, 2013, 13, 7, 50, Max Planck Institute for Informatics Saarbücken Germany
9525, 1990, 75, 40, 232, 
9526, 2009, 6, 0, 48, 
9527, 2016, 4, 0, 34, 
9528, 2015, 5, 2, 24, 
9529, 2012, 13, 9, 63, 
9530, 2004, 70, 16, 272, University of Passau Faculty of Computer Science and Mathematics Germany
9531, 1995, 40, 12, 206, Technion - Israel Institute of Technology Haifa Israel
9532, 2011, 6, 1, 19, 
9533, 2015, 12, 0, 58, 
9534, 2014, 11, 2, 64, 
9535, 2007, 22, 6, 86, Microsoft Corporation Mountain View CA USA
9536, 2010, 19, 9, 117, 
9537, 2011, 19, 8, 111, 
9538, 2010, 10, 4, 33, 
9539, 2016, 9, 5, 32, 
9540, 2015, 7, 6, 31, 
9541, 2008, 107, 34, 359, 
9542, 2005, 168, 32, 737, 
9543, 2008, 14, 4, 33, 
9544, 2007, 67, 36, 243, 
9545, 2012, 15, 10, 64, 
9546, 2013, 22, 10, 83, 
9547, 1999, 197, 34, 1059, Dublin City University
9548, 2009, 28, 9, 115, 
9549, 2012, 7, 3, 35, 
9550, 2015, 19, 12, 78, Chinese Academy of Sciences Institute of Automation Center for Research on Intelligent Perception and Computing Beijing China
9551, 1988, 542, 43, 2107, 
9552, 2016, 5, 2, 18, 
9553, 2008, 17, 11, 65, 
9554, 2016, 6, 6, 20, 
9555, 2001, 37, 22, 123, 
9556, 2002, 78, 36, 232, Georgetown University
9557, 1997, 57, 20, 207, 
9558, 2016, 10, 4, 36, 
9559, 2008, 53, 35, 143, 
9560, 2016, 4, 3, 14, University of Electronic Science and Technology of China School of Management and Economics Chengdu China
9561, 2016, 41, 15, 233, Chinese Academy of Sciences Shenzhen Institutes of Advanced Technology China
9562, 2010, 29, 15, 113, 
9563, 2015, 5, 1, 23, 
9564, 2005, 19, 7, 85, 
9565, 2008, 11, 4, 48, Wuhan University of Science and Technology College of Computer Science and Technology China
9566, 2014, 21, 10, 75, 
9567, 2016, 5, 4, 25, 
9568, 2012, 17, 1, 80, 
9569, 2009, 13, 11, 41, 
9570, 2013, 31, 10, 176, University of Massachusetts Amherst College of Information and Computer Sciences MA USA
9571, 1999, 143, 54, 637, 
9572, 2001, 288, 49, 1212, University of Arizona Tucson USA
9573, 2003, 123, 5, 460, Peking University Beijing China
9574, 2014, 27, 23, 110, 
9575, 2006, 57, 21, 268, 
9576, 1997, 299, 117, 1226, 
9577, 2012, 16, 3, 85, 
9578, 1996, 100, 17, 383, 
9579, 2013, 6, 3, 25, 
9580, 2008, 39, 16, 270, Technical University of Vienna Institute of Software Technology and Interactive Systems
9581, 2001, 168, 90, 639, 
9582, 2013, 17, 10, 88, 
9583, 2005, 32, 8, 129, 
9584, 2003, 44, 24, 187, 
9585, 1993, 57, 31, 202, 
9586, 2006, 57, 1, 254, East China Normal University Department of Computer Science and Technology Shanghai Key Laboratory of Multidimensional Information Processing China
9587, 2013, 10, 10, 26, 
9588, 1999, 220, 26, 858, Peking University Beijing China
9589, 2016, 8, 7, 30, 
9590, 1994, 167, 26, 727, IRIT Toulouse France
9591, 2015, 10, 0, 52, 
9592, 2007, 57, 38, 200, 
9593, 2010, 22, 12, 99, 
9594, 2015, 2, 0, 7, 
9595, 2011, 19, 11, 51, 
9596, 2009, 15, 7, 53, 
9597, 2014, 9, 2, 31, 
9598, 2014, 10, 7, 54, 
9599, 1993, 117, 10, 571, National Research Council Italy
9600, 2010, 29, 8, 110, 
9601, 2014, 22, 15, 83, 
9602, 2010, 31, 24, 86, 
9603, 2016, 6, 6, 14, 
9604, 1994, 43, 28, 165, 
9605, 2012, 23, 7, 88, 
9606, 2003, 26, 12, 111, 
9607, 2015, 8, 4, 25, 
9608, 2014, 4, 0, 18, 
9609, 1997, 173, 21, 738, 
9610, 2000, 187, 50, 859, Qatar Computing Research Institute
9611, 2000, 46, 38, 137, School of Electro-Mechanical Engineering Xidian University Xi'an China
9612, 2017, 3, 3, 7, 
9613, 2009, 31, 8, 111, 
9614, 2017, 2, 0, 10, 
9615, 2013, 22, 9, 121, 
9616, 2008, 20, 4, 170, 
9617, 2007, 26, 6, 112, 
9618, 2011, 17, 5, 83, 
9619, 2012, 24, 13, 87, 
9620, 2014, 4, 4, 8, 
9621, 2016, 17, 7, 75, 
9622, 2005, 11, 5, 56, 
9623, 2014, 13, 7, 57, 
9624, 2009, 102, 25, 543, 
9625, 2012, 31, 26, 112, 
9626, 2017, 2, 2, 9, 
9627, 2010, 15, 11, 56, 
9628, 2012, 13, 5, 82, Tsinghua University Department of Computer Science and Technology Beijing China
9629, 2003, 18, 4, 95, 
9630, 2017, 6, 3, 25, 
9631, 2007, 183, 31, 937, 
9632, 2014, 11, 9, 45, 
9633, 1990, 109, 35, 425, 
9634, 2015, 23, 5, 133, 
9635, 2007, 13, 7, 58, 
9636, 1998, 227, 88, 1022, 
9637, 2016, 5, 3, 25, 
9638, 2017, 10, 5, 58, 
9639, 2006, 33, 7, 138, 
9640, 2012, 82, 26, 370, Inception Institute of Artificial Intelligence Abu Dhabi UAE
9641, 2012, 9, 3, 37, 
9642, 2015, 11, 4, 47, 
9643, 2016, 4, 2, 18, 
9644, 2009, 16, 6, 72, 
9645, 2012, 12, 5, 41, 
9646, 2003, 323, 113, 1305, 
9647, 2016, 6, 2, 21, 
9648, 1993, 863, 243, 3770, 
9649, 1990, 23, 8, 59, Norwegian University of Science and Technology Norway
9650, 2013, 19, 13, 79, 
9651, 2008, 10, 5, 29, 
9652, 1992, 192, 16, 689, Hong Kong Polytechnic University
9653, 2017, 2, 1, 6, 
9654, 2015, 19, 17, 61, 
9655, 2006, 39, 18, 181, 
9656, 2004, 132, 57, 563, 
9657, 2013, 9, 6, 48, 
9658, 2017, 6, 4, 24, 
9659, 2003, 40, 2, 179, 
9660, 2009, 86, 29, 398, Tongji University Department of Computer Science and Engineering Shanghai China
9661, 2005, 69, 9, 362, Zhejiang University College of Computer Science and Technology Hangzhou China
9662, 2015, 18, 13, 49, 
9663, 2016, 5, 4, 17, 
9664, 2004, 119, 62, 556, 
9665, 2002, 77, 42, 327, 
9666, 2000, 44, 14, 219, 
9667, 2005, 26, 6, 114, Shanghai University of Finance and Economics School of Information Management and Engineering China
9668, 2010, 18, 11, 70, 
9669, 2015, 10, 6, 37, 
9670, 1988, 323, 28, 1321, Peking University Beijing China
9671, 2009, 31, 15, 138, Nanjing University of Science and Technology School of Computer Science and Engineering China
9672, 2006, 105, 11, 475, 
9673, 2017, 2, 0, 10, 
9674, 2009, 23, 17, 92, 
9675, 2008, 9, 2, 51, 
9676, 2008, 26, 8, 111, 
9677, 2005, 22, 10, 98, 
9678, 2013, 39, 18, 179, 
9679, 2015, 17, 2, 86, 
9680, 2016, 17, 4, 87, 
9681, 2000, 122, 10, 549, 
9682, 2015, 6, 3, 19, 
9683, 2017, 3, 1, 17, 
9684, 2002, 21, 11, 171, 
9685, 2009, 35, 13, 181, 
9686, 2004, 164, 5, 783, 
9687, 1990, 377, 137, 1725, 
9688, 2014, 9, 3, 39, 
9689, 2008, 11, 8, 41, 
9690, 2013, 15, 12, 59, 
9691, 2004, 67, 25, 341, 
9692, 2017, 4, 4, 14, 
9693, 2006, 18, 9, 60, 
9694, 2017, 3, 1, 6, 
9695, 2017, 13, 3, 58, 
9696, 2015, 6, 1, 24, 
9697, 2015, 13, 12, 34, 
9698, 2015, 6, 4, 31, 
9699, 2017, 6, 4, 16, 
9700, 2014, 14, 5, 79, 
9701, 2004, 93, 29, 384, 
9702, 2008, 15, 14, 54, 
9703, 2016, 13, 5, 38, 
9704, 2014, 40, 23, 167, 
9705, 2004, 24, 11, 126, 
9706, 2003, 74, 44, 271, 
9707, 2013, 22, 8, 113, 
9708, 2014, 8, 3, 45, 
9709, 2012, 27, 9, 106, 
9710, 2014, 22, 22, 75, 
9711, 2017, 5, 5, 17, 
9712, 2017, 5, 1, 16, 
9713, 2016, 10, 0, 40, 
9714, 2000, 8, 0, 28, 
9715, 2011, 10, 9, 24, Wayne State University
9716, 2008, 39, 15, 163, 
9717, 2015, 9, 4, 53, 
9718, 2017, 5, 2, 28, 
9719, 2016, 13, 11, 45, 
9720, 2016, 4, 0, 25, 
9721, 2014, 12, 7, 40, 
9722, 2012, 31, 11, 156, 
9723, 1997, 160, 14, 584, 
9724, 2012, 17, 5, 83, 
9725, 2008, 27, 8, 123, Complutense University of Madrid Department of Software Engineering and Artificial Intelligence
9726, 2017, 3, 2, 11, 
9727, 2012, 11, 1, 47, 
9728, 2015, 8, 3, 41, 
9729, 2017, 9, 4, 43, 
9730, 1992, 130, 101, 570, 
9731, 2006, 25, 5, 130, 
9732, 2012, 6, 3, 16, 
9733, 2009, 27, 10, 121, 
9734, 2014, 13, 11, 42, 
9735, 2017, 2, 1, 7, 
9736, 1993, 59, 42, 165, Stanford University USA
9737, 2012, 20, 13, 88, 
9738, 2013, 33, 9, 134, National University of Singapore
9739, 2010, 9, 5, 52, 
9740, 1986, 145, 14, 527, 
9741, 1999, 79, 20, 444, 
9742, 2001, 180, 47, 842, 
9743, 1997, 150, 10, 824, 
9744, 2011, 60, 13, 336, 
9745, 1998, 146, 12, 538, 
9746, 2018, 5, 3, 20, 
9747, 2018, 2, 0, 10, 
9748, 2018, 2, 0, 10, 
9749, 2015, 26, 12, 97, 
9750, 2000, 45, 17, 210, 
9751, 2010, 40, 13, 195, 
9752, 2012, 36, 10, 207, 
9753, 2004, 133, 14, 626, 
9754, 2012, 6, 6, 22, 
9755, 2012, 42, 10, 301, 
9756, 2014, 16, 10, 89, 
9757, 1994, 196, 60, 916, 
9758, 2003, 25, 1, 166, 
9759, 2013, 16, 11, 79, 
9760, 2004, 117, 58, 514, 
9761, 2010, 5, 1, 22, 
9762, 2009, 9, 5, 35, 
9763, 2016, 16, 7, 95, 
9764, 2013, 13, 7, 50, Max Planck Institute for Informatics Saarbücken Germany
9765, 2003, 12, 6, 35, 
9766, 1992, 140, 46, 593, 
9767, 2016, 22, 8, 144, 
9768, 2016, 13, 9, 48, 
9769, 2007, 108, 39, 525, 
9770, 2009, 23, 14, 77, 
9771, 2003, 211, 94, 1141, 
9772, 2012, 16, 7, 50, 
9773, 2005, 42, 24, 170, 
9774, 2005, 88, 16, 397, 
9775, 2006, 43, 23, 163, 
9776, 2003, 72, 11, 271, 
9777, 2017, 8, 6, 27, 
9778, 1996, 265, 100, 1162, 
9779, 2015, 9, 8, 33, 
9780, 2013, 21, 4, 73, 
9781, 1990, 24, 16, 95, 
9782, 2015, 12, 5, 56, 
9783, 2004, 9, 8, 27, 
9784, 1989, 203, 8, 759, 
9785, 2011, 15, 10, 63, 
9786, 2002, 21, 15, 54, 
9787, 1998, 103, 13, 367, University of Massachusetts Amherst USA
9788, 1997, 420, 157, 1890, 
9789, 2000, 198, 78, 867, 
9790, 2007, 100, 5, 430, King Abdullah University of Science and Technology Computer Electrical and Mathematical Sciences and Engineering Division Thuwal Saudi Arabia
9791, 1998, 150, 55, 645, 
9792, 2013, 11, 2, 53, 
9793, 1989, 447, 128, 1896, 
9794, 2007, 68, 35, 275, Hong Kong Baptist University Department of Computer Science / Institute of Research and Continuing Education Hong Kong
9795, 2012, 20, 12, 58, 
9796, 2018, 5, 0, 27, 
9797, 2009, 11, 2, 61, 
9798, 2005, 9, 1, 74, 
9799, 2012, 23, 7, 148, 
9800, 2008, 32, 6, 214, 
9801, 2014, 30, 16, 163, 
9802, 2012, 39, 14, 199, Harbin Institute of Technology Shenzhen Graduate School China
9803, 1998, 106, 32, 479, 
9804, 2018, 2, 2, 5, 
9805, 2013, 18, 9, 57, 
9806, 2017, 6, 6, 28, 
9807, 2016, 9, 1, 41, 
9808, 2006, 39, 18, 163, University of Porto Laboratory of Artificial Intelligence and Decision Support LIADD - INESC TEC Portugal
9809, 2014, 14, 8, 63, 
9810, 2011, 30, 16, 123, Max Planck Institute for Informatics
9811, 2003, 150, 13, 650, Johns Hopkins University USA
9812, 2000, 108, 24, 465, 
9813, 2008, 28, 17, 107, 
9814, 2017, 11, 4, 50, 
9815, 2015, 8, 5, 24, 
9816, 2011, 55, 26, 210, University of Mannheim Data and Web Science Group Germany
9817, 2005, 118, 17, 435, Universität Mannheim
9818, 2017, 4, 3, 10, 
9819, 2018, 3, 2, 10, 
9820, 2013, 11, 8, 36, 
9821, 2014, 7, 3, 37, 
9822, 2007, 31, 18, 150, 
9823, 1998, 415, 148, 1715, 
9824, 2010, 12, 3, 71, 
9825, 2004, 23, 12, 109, 
9826, 1990, 581, 163, 2524, 
9827, 1999, 42, 15, 214, 
9828, 1999, 173, 63, 605, 
9829, 2006, 4, 4, 21, 
9830, 2006, 4, 1, 20, 
9831, 1997, 102, 23, 345, Google
9832, 1979, 70, 20, 171, 
9833, 1977, 55, 22, 151, 
